344.31	-251.73	
344.527	-251.73	
344.745	-251.73	
344.963	8.36	
345.18	18.6	
345.398	-116.56	
345.616	-94.04	
345.833	37.03	
346.051	0.17	
346.268	22.7	
346.486	-20.31	
346.703	75.95	
346.921	106.67	
347.139	-40.79	
347.356	-69.46	
347.574	88.23	
347.791	10.41	
348.009	16.55	
348.226	16.55	
348.444	39.08	
348.661	53.42	
348.878	30.89	
349.096	8.36	
349.313	67.75	
349.531	143.53	
349.748	-63.32	
349.965	63.66	
350.183	2.22	
350.4	18.6	
350.617	-59.22	
350.835	-30.55	
351.052	4.27	
351.269	59.56	
351.487	37.03	
351.704	-87.89	
351.921	-36.69	
352.139	32.94	
352.356	28.84	
352.573	-8.02	
352.79	-20.31	
353.007	32.94	
353.225	-24.4	
353.442	-46.93	
353.659	43.18	
353.876	41.13	
354.093	-85.84	
354.31	34.99	
354.528	51.37	
354.745	28.84	
354.962	45.23	
355.179	-38.74	
355.396	51.37	
355.613	-14.17	
355.83	-67.41	
356.047	6.31	
356.264	-22.36	
356.481	-20.31	
356.698	6.31	
356.915	14.51	
357.132	121	
357.349	65.71	
357.566	-26.45	
357.783	-22.36	
358	22.7	
358.217	-16.21	
358.434	-28.5	
358.651	47.27	
358.867	41.13	
359.084	-26.45	
359.301	0.17	
359.518	8.36	
359.735	34.99	
359.952	-20.31	
360.169	51.37	
360.385	26.79	
360.602	-28.5	
360.819	98.47	
361.036	-8.02	
361.252	57.51	
361.469	121	
361.686	59.56	
361.903	-120.66	
362.119	61.61	
362.336	43.18	
362.553	51.37	
362.769	-3.93	
362.986	-14.17	
363.203	102.57	
363.419	-34.64	
363.636	6.31	
363.852	-28.5	
364.069	127.14	
364.286	43.18	
364.502	112.81	
364.719	28.84	
364.935	30.89	
365.152	90.28	
365.368	18.6	
365.585	30.89	
365.801	-51.03	
366.018	110.76	
366.234	10.41	
366.451	80.04	
366.667	94.38	
366.884	-3.93	
367.1	14.51	
367.316	53.42	
367.533	-40.79	
367.749	16.55	
367.965	65.71	
368.182	10.41	
368.398	-34.64	
368.615	43.18	
368.831	20.65	
369.047	-61.27	
369.263	-51.03	
369.48	63.66	
369.696	-81.75	
369.912	-94.04	
370.128	-55.12	
370.345	129.19	
370.561	59.56	
370.777	-12.12	
370.993	26.79	
371.21	18.6	
371.426	45.23	
371.642	104.62	
371.858	69.8	
372.074	75.95	
372.29	73.9	
372.506	-122.71	
372.722	47.27	
372.939	71.85	
373.155	-36.69	
373.371	-46.93	
373.587	-12.12	
373.803	71.85	
374.019	49.32	
374.235	18.6	
374.451	28.84	
374.667	149.67	
374.883	-65.36	
375.099	92.33	
375.315	28.84	
375.531	39.08	
375.747	-28.5	
375.962	-22.36	
376.178	92.33	
376.394	-24.4	
376.61	77.99	
376.826	26.79	
377.042	82.09	
377.258	-1.88	
377.473	-16.21	
377.689	-53.08	
377.905	96.43	
378.121	86.19	
378.337	96.43	
378.552	96.43	
378.768	110.76	
378.984	71.85	
379.2	-28.5	
379.415	-38.74	
379.631	2.22	
379.847	94.38	
380.062	-10.07	
380.278	16.55	
380.494	84.14	
380.709	-3.93	
380.925	235.69	
381.141	110.76	
381.356	18.6	
381.572	184.49	
381.787	59.56	
382.003	100.52	
382.219	-3.93	
382.434	82.09	
382.65	18.6	
382.865	170.15	
383.081	2.22	
383.296	127.14	
383.512	178.34	
383.727	45.23	
383.943	86.19	
384.158	32.94	
384.373	106.67	
384.589	41.13	
384.804	61.61	
385.02	28.84	
385.235	34.99	
385.45	84.14	
385.666	30.89	
385.881	135.34	
386.096	88.23	
386.312	77.99	
386.527	96.43	
386.742	149.67	
386.958	114.86	
387.173	250.02	
387.388	-48.98	
387.603	106.67	
387.819	182.44	
388.034	151.72	
388.249	172.2	
388.464	268.45	
388.679	118.95	
388.895	112.81	
389.11	6.31	
389.325	141.48	
389.54	94.38	
389.755	161.96	
389.97	219.3	
390.185	114.86	
390.4	145.58	
390.615	168.1	
390.83	159.91	
391.046	272.55	
391.261	202.92	
391.476	194.73	
391.691	194.73	
391.906	129.19	
392.121	137.38	
392.336	276.65	
392.55	301.22	
392.765	301.22	
392.98	211.11	
393.195	252.07	
393.41	227.5	
393.625	264.36	
393.84	352.42	
394.055	340.13	
394.27	377	
394.484	270.5	
394.699	288.93	
394.914	366.76	
395.129	362.66	
395.344	356.52	
395.559	440.48	
395.773	370.85	
395.988	424.1	
396.203	444.58	
396.418	481.44	
396.632	321.7	
396.847	377	
397.062	477.35	
397.276	518.31	
397.491	420	
397.706	493.73	
397.92	413.86	
398.135	471.2	
398.35	690.34	
398.564	463.01	
398.779	442.53	
398.993	481.44	
399.208	524.45	
399.422	544.93	
399.637	555.17	
399.851	528.55	
400.066	553.12	
400.28	458.92	
400.495	635.04	
400.709	714.91	
400.924	608.42	
401.138	628.9	
401.353	739.49	
401.567	757.92	
401.782	776.35	
401.996	655.52	
402.21	790.69	
402.425	819.36	
402.639	659.62	
402.854	780.45	
403.068	833.69	
403.282	704.67	
403.497	686.24	
403.711	837.79	
403.925	809.12	
404.139	809.12	
404.354	827.55	
404.568	813.21	
404.782	936.09	
404.996	813.21	
405.211	862.37	
405.425	862.37	
405.639	983.2	
405.853	829.6	
406.067	1036.44	
406.281	944.28	
406.496	1042.59	
406.71	966.81	
406.924	1081.5	
407.138	1015.96	
407.352	1020.06	
407.566	1075.35	
407.78	1079.45	
407.994	1153.18	
408.208	1155.23	
408.422	1163.42	
408.636	1140.89	
408.85	1038.49	
409.064	1132.7	
409.278	1151.13	
409.492	1192.09	
409.706	1259.67	
409.92	1169.56	
410.134	1220.76	
410.348	1323.16	
410.562	1325.21	
410.776	1151.13	
410.989	1179.8	
411.203	1286.3	
411.417	1312.92	
411.631	1280.15	
411.845	1239.19	
412.059	1380.5	
412.272	1374.36	
412.486	1419.41	
412.7	1484.95	
412.914	1511.57	
413.127	1530	
413.341	1480.85	
413.555	1513.62	
413.769	1525.91	
413.982	1480.85	
414.196	1568.91	
414.41	1409.17	
414.623	1687.7	
414.837	1542.29	
415.051	1593.49	
415.264	1523.86	
415.478	1704.08	
415.691	1689.74	
415.905	1732.75	
416.119	1593.49	
416.332	1667.22	
416.546	1726.61	
416.759	1644.69	
416.973	1665.17	
417.186	1878.16	
417.4	1849.49	
417.613	1829.01	
417.827	1859.73	
418.04	1857.68	
418.253	1849.49	
418.467	1886.35	
418.68	1822.86	
418.894	1835.15	
419.107	1863.82	
419.32	1853.58	
419.534	1990.8	
419.747	1853.58	
419.96	2091.15	
420.174	1982.6	
420.387	2091.15	
420.6	1968.27	
420.814	2052.24	
421.027	2082.95	
421.24	2037.9	
421.453	2068.62	
421.667	2216.07	
421.88	2168.97	
422.093	2189.45	
422.306	2297.99	
422.519	2179.21	
422.733	2197.64	
422.946	2248.84	
423.159	2226.31	
423.372	2347.14	
423.585	2291.85	
423.798	2269.32	
424.011	2285.7	
424.224	2330.76	
424.437	2457.73	
424.651	2435.21	
424.864	2525.32	
425.077	2506.88	
425.29	2510.98	
425.503	2449.54	
425.716	2472.07	
425.929	2537.6	
426.142	2662.53	
426.354	2474.12	
426.567	2560.13	
426.78	2648.19	
426.993	2656.39	
427.206	2824.32	
427.419	2848.9	
427.632	2666.63	
427.845	2728.07	
428.058	2832.51	
428.27	2859.14	
428.483	2777.22	
428.696	2955.39	
428.909	3047.55	
429.122	3002.49	
429.334	2912.38	
429.547	2914.43	
429.76	3059.84	
429.973	2936.96	
430.185	3039.36	
430.398	3172.47	
430.611	3164.28	
430.823	3125.37	
431.036	3141.75	
431.249	3098.75	
431.461	3338.36	
431.674	3367.03	
431.887	3326.07	
432.099	3416.18	
432.312	3231.87	
432.524	3383.42	
432.737	3324.02	
432.949	3397.75	
433.162	3436.66	
433.374	3426.42	
433.587	3389.56	
433.799	3588.21	
434.012	3518.58	
434.224	3600.5	
434.437	3577.97	
434.649	3696.75	
434.862	3614.84	
435.074	3692.66	
435.287	3602.55	
435.499	3846.26	
435.711	3799.15	
435.924	3842.16	
436.136	3706.99	
436.348	3967.09	
436.561	3995.76	
436.773	4036.72	
436.985	4026.48	
437.198	4036.72	
437.41	4006	
437.622	4096.11	
437.834	4016.24	
438.047	4063.34	
438.259	4249.71	
438.471	4319.34	
438.683	4243.56	
438.895	4249.71	
439.108	4315.24	
439.32	4261.99	
439.532	4280.43	
439.744	4386.92	
439.956	4335.72	
440.168	4393.06	
440.38	4421.74	
440.592	4495.46	
440.804	4495.46	
441.017	4554.85	
441.229	4468.84	
441.441	4575.33	
441.653	4485.22	
441.865	4614.24	
442.077	4769.89	
442.289	4585.57	
442.501	4513.89	
442.712	5015.65	
442.924	4751.46	
443.136	4671.59	
443.348	4847.71	
443.56	4855.9	
443.772	4982.88	
443.984	4937.82	
444.196	4888.67	
444.408	4991.07	
444.619	5093.47	
444.831	5009.5	
445.043	5034.08	
445.255	5175.39	
445.467	5214.3	
445.678	5257.31	
445.89	5085.28	
446.102	5249.11	
446.314	5175.39	
446.525	5355.61	
446.737	5210.2	
446.949	5292.12	
447.16	5443.67	
447.372	5431.38	
447.584	5556.31	
447.795	5482.58	
448.007	5460.06	
448.219	5484.63	
448.43	5523.54	
448.642	5525.59	
448.853	5675.09	
449.065	5673.04	
449.276	5564.5	
449.488	5709.91	
449.699	5662.8	
449.911	5830.74	
450.122	5826.64	
450.334	5750.87	
450.545	6043.73	
450.757	5845.07	
450.968	5986.38	
451.18	6004.82	
451.391	6031.44	
451.602	6127.69	
451.814	6223.95	
452.025	6178.89	
452.237	6051.92	
452.448	6285.39	
452.659	6101.07	
452.871	6277.19	
453.082	6242.38	
453.293	6305.87	
453.504	6195.28	
453.716	6289.48	
453.927	6443.08	
454.138	6459.46	
454.349	6484.04	
454.561	6473.8	
454.772	6389.83	
454.983	6678.6	
455.194	6717.51	
455.405	6598.73	
455.616	6676.55	
455.828	6821.95	
456.039	6699.08	
456.25	6756.42	
456.461	6705.22	
456.672	6744.13	
456.883	7118.91	
457.094	6942.78	
457.305	6889.54	
457.516	7114.81	
457.727	7268.41	
457.938	7258.17	
458.149	7186.49	
458.36	7270.46	
458.571	7395.39	
458.782	7348.28	
458.993	7417.91	
459.204	7368.76	
459.415	7526.46	
459.626	7538.74	
459.837	7696.44	
460.047	7442.49	
460.258	7569.46	
460.469	7604.28	
460.68	7579.7	
460.891	7346.23	
461.102	7596.09	
461.312	7776.31	
461.523	7909.43	
461.734	7964.72	
461.945	7833.65	
462.155	8091.7	
462.366	8071.22	
462.577	8077.36	
462.788	8097.84	
462.998	8173.61	
463.209	8235.05	
463.42	8300.59	
463.63	8349.74	
463.841	8558.63	
464.051	8398.89	
464.262	8474.67	
464.473	8503.34	
464.683	9019.43	
464.894	8712.23	
465.104	8851.49	
465.315	9226.27	
465.525	9095.2	
465.736	9201.69	
465.946	9250.85	
466.157	9283.61	
466.367	9361.44	
466.578	9517.08	
466.788	9517.08	
466.999	9826.32	
467.209	9599	
467.419	9697.3	
467.63	9504.79	
467.84	10072.08	
468.051	9957.39	
468.261	10100.75	
468.471	10141.71	
468.682	10223.63	
468.892	10256.4	
469.102	10299.41	
469.313	10405.9	
469.523	10895.36	
469.733	10387.47	
469.943	10592.27	
470.154	10776.58	
470.364	10864.64	
470.574	11083.78	
470.784	10971.14	
470.994	11204.61	
471.204	11161.6	
471.415	11313.15	
471.625	11583.48	
471.835	11821.05	
472.045	11706.36	
472.255	11702.26	
472.465	11683.83	
472.675	12062.71	
472.885	12193.78	
473.095	12347.37	
473.305	12515.31	
473.515	12638.19	
473.725	12589.03	
473.935	12937.19	
474.145	12951.53	
474.355	12855.27	
474.565	13168.61	
474.775	13094.88	
474.985	13209.57	
475.195	13379.55	
475.405	13402.08	
475.615	14026.71	
475.825	13537.24	
476.034	13946.84	
476.244	13998.04	
476.454	14010.32	
476.664	14391.25	
476.874	14454.73	
477.084	14514.13	
477.293	14618.57	
477.503	14929.86	
477.713	15228.87	
477.923	15036.36	
478.132	15286.21	
478.342	15300.55	
478.552	15607.74	
478.761	15552.45	
478.971	15824.83	
479.181	15927.22	
479.39	15863.74	
479.6	16240.56	
479.81	16498.61	
480.019	16445.36	
480.229	16572.33	
480.438	16732.08	
480.648	16793.51	
480.857	16990.12	
481.067	17248.16	
481.276	17115.05	
481.486	17719.2	
481.695	17262.5	
481.905	17856.41	
482.114	17473.44	
482.324	17633.18	
482.533	17979.29	
482.743	18220.95	
482.952	17811.35	
483.162	18288.53	
483.371	18657.17	
483.58	18671.5	
483.79	18632.59	
483.999	18724.75	
484.208	19236.74	
484.418	18970.51	
484.627	19148.68	
484.836	19533.7	
485.045	19408.77	
485.255	19636.1	
485.464	19715.97	
485.673	19849.08	
485.882	20135.8	
486.092	20066.17	
486.301	20438.9	
486.51	20279.16	
486.719	20676.46	
486.928	20899.69	
487.137	20625.26	
487.347	21088.1	
487.556	20737.9	
487.765	21186.41	
487.974	21311.33	
488.183	21659.49	
488.392	21630.82	
488.601	21524.32	
488.81	21737.31	
489.019	22148.95	
489.228	21962.59	
489.437	22417.24	
489.646	22001.5	
489.855	22390.61	
490.064	22589.27	
490.273	22583.12	
490.482	22683.47	
490.691	22859.6	
490.9	23000.91	
491.109	23007.05	
491.317	23082.83	
491.526	23422.79	
491.735	23447.36	
491.944	23310.15	
492.153	23779.14	
492.362	23959.36	
492.57	23555.91	
492.779	24102.71	
492.988	24262.46	
493.197	23973.69	
493.405	24155.96	
493.614	24088.38	
493.823	24348.47	
494.031	24160.06	
494.24	24553.27	
494.449	24756.02	
494.657	24764.21	
494.866	24682.29	
495.075	24758.06	
495.283	24819.5	
495.492	25200.43	
495.7	25392.94	
495.909	25120.56	
496.118	25765.67	
496.326	25665.32	
496.535	25767.71	
496.743	25542.44	
496.952	25628.45	
497.16	26029.85	
497.369	25648.93	
497.577	25794.34	
497.786	25896.74	
497.994	25939.74	
498.202	26140.44	
498.411	26484.5	
498.619	26642.2	
498.828	26803.99	
499.036	26697.49	
499.244	26736.4	
499.453	27107.09	
499.661	26588.95	
499.869	27141.9	
500.077	27186.96	
500.286	26969.87	
